ocorrencia_classificacao;ocorrencia_uf;total_aeronaves_envolvidas;ocorrencia_saida_pista;aeronave_tipo_veiculo;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;CRUZEIRO;TÁXI AÉREO;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;INSTRUÇÃO;NENHUM
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM
ACIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;AGRÍCOLA;SUBSTANCIAL
INCIDENTE GRAVE;AM;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;PR;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;LEVE
INCIDENTE GRAVE;SP;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;PAIRADO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;NENHUM
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;NENHUM
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;TÁXI;REGULAR;LEVE
ACIDENTE;PB;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;POUSO;EXPERIMENTAL;SUBSTANCIAL
INCIDENTE GRAVE;MA;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;AM;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;TÁXI;REGULAR;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;NENHUM
INCIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;LEVE
ACIDENTE;PA;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CIRCUITO DE TRÁFEGO;TÁXI AÉREO;SUBSTANCIAL
INCIDENTE;AM;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;TÁXI;TÁXI AÉREO;LEVE
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;EXPERIMENTAL;NENHUM
ACIDENTE;AM;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;RO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DESCIDA;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;PE;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;TÁXI AÉREO;NENHUM
INCIDENTE;DF;1;NÃO;AVIÃO;JATO;BIMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;LEVE
INCIDENTE GRAVE;BA;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;POUSO;AGRÍCOLA;SUBSTANCIAL
INCIDENTE GRAVE;RO;1;SIM;AVIÃO;JATO;TRIMOTOR;CORRIDA APÓS POUSO;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;DESCIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;LEVE
INCIDENTE GRAVE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;NENHUM
ACIDENTE;AM;1;SIM;AVIÃO;PISTÃO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;NENHUM
ACIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
ACIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;AGRÍCOLA;DESTRUÍDA
INCIDENTE;PR;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM
INCIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;NENHUM
INCIDENTE;SP;2;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;POUSO;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;OPERAÇÃO DE SOLO;REGULAR;LEVE
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;DESTRUÍDA
INCIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE
INCIDENTE;AM;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ARREMETIDA NO SOLO;INSTRUÇÃO;NENHUM
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;SUBIDA;ESPECIALIZADA;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;PRIVADA;LEVE
INCIDENTE GRAVE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;DESTRUÍDA
INCIDENTE;DF;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;NENHUM
INCIDENTE;DF;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;PRIVADA;NENHUM
ACIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;AC;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;TÁXI AÉREO;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;LEVE
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;LEVE
ACIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;PRIVADA;SUBSTANCIAL
ACIDENTE;GO;1;NÃO;PLANADOR;SEM TRAÇÃO;SEM TRAÇÃO;CIRCUITO DE TRÁFEGO;EXPERIMENTAL;SUBSTANCIAL
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;TRIMOTOR;CRUZEIRO;REGULAR;NENHUM
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;LEVE
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;DF;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;OUTRA FASE;POLICIAL;LEVE
INCIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;ESTACIONAMENTO;PRIVADA;LEVE
INCIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;LEVE
ACIDENTE;RS;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;INDETERMINADA;EXPERIMENTAL;SUBSTANCIAL
INCIDENTE;BA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DESCIDA;PRIVADA;NENHUM
INCIDENTE;AM;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DESCIDA;TÁXI AÉREO;LEVE
INCIDENTE;DF;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;TÁXI;PRIVADA;LEVE
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;POUSO;TÁXI AÉREO;NENHUM
ACIDENTE;GO;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;CORRIDA APÓS POUSO;***;NENHUM
ACIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;INSTRUÇÃO;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;INDETERMINADA;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;TÁXI AÉREO;LEVE
INCIDENTE;RJ;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE GRAVE;MA;1;NÃO;AVIÃO;JATO;BIMOTOR;CIRCUITO DE TRÁFEGO;REGULAR;NENHUM
INCIDENTE;DF;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;DECOLAGEM;REGULAR;LEVE
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;TÁXI AÉREO;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;DECOLAGEM;PRIVADA;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;PRIVADA;DESTRUÍDA
ACIDENTE;AM;1;SIM;AVIÃO;***;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;AM;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;TÁXI;EXPERIMENTAL;LEVE
ACIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;DF;1;NÃO;AVIÃO;JATO;TRIMOTOR;POUSO;REGULAR;LEVE
INCIDENTE GRAVE;RJ;1;SIM;AVIÃO;JATO;BIMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;AGRÍCOLA;DESTRUÍDA
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;EXPERIMENTAL;DESTRUÍDA
ACIDENTE;PE;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;AM;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE GRAVE;AM;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;APROXIMAÇÃO FINAL;TÁXI AÉREO;SUBSTANCIAL
ACIDENTE;PB;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;NÃO REGULAR;SUBSTANCIAL
ACIDENTE;SP;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;GO;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;SIM;AVIÃO;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;RJ;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
INCIDENTE;GO;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;LEVE
ACIDENTE;AM;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;ARREMETIDA NO AR;TÁXI AÉREO;DESTRUÍDA
INCIDENTE;PR;1;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;REGULAR;LEVE
ACIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
ACIDENTE;BA;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;DESTRUÍDA
INCIDENTE;RS;1;NÃO;AVIÃO;JATO;TRIMOTOR;SUBIDA;REGULAR;NENHUM
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CRUZEIRO;PRIVADA;SUBSTANCIAL
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;CRUZEIRO;TÁXI AÉREO;NENHUM
INCIDENTE;MT;1;NÃO;AVIÃO;JATO;BIMOTOR;POUSO;REGULAR;LEVE
ACIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;VOO A BAIXA ALTURA;TÁXI AÉREO;DESTRUÍDA
INCIDENTE;SC;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;LEVE
ACIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;SUBIDA;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;POUSO;TÁXI AÉREO;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;NENHUM
INCIDENTE;PR;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE
ACIDENTE;PR;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;PARTIDA DO MOTOR;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;MG;1;SIM;AVIÃO;JATO;BIMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;ARREMETIDA NO AR;EXPERIMENTAL;LEVE
INCIDENTE;SE;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;CRUZEIRO;PRIVADA;NENHUM
ACIDENTE;AC;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;CRUZEIRO;NÃO REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;JATO;BIMOTOR;CRUZEIRO;REGULAR;NENHUM
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;PRIVADA;NENHUM
INCIDENTE;PI;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;LEVE
INCIDENTE;DF;1;NÃO;AVIÃO;JATO;BIMOTOR;CORRIDA APÓS POUSO;PRIVADA;LEVE
INCIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;***;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;RJ;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;LEVE
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;AGRÍCOLA;DESTRUÍDA
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;APROXIMAÇÃO FINAL;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;DESCIDA;REGULAR;LEVE
ACIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;CRUZEIRO;PRIVADA;DESTRUÍDA
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
ACIDENTE;GO;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;EXPERIMENTAL;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;AVIÃO;JATO;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
ACIDENTE;MS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;DESTRUÍDA
INCIDENTE;CE;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;EXPERIMENTAL;LEVE
ACIDENTE;SP;1;NÃO;ULTRALEVE;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;EXPERIMENTAL;DESTRUÍDA
INCIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;INSTRUÇÃO;NENHUM
ACIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;MANOBRA;POLICIAL;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;POUSO;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;CRUZEIRO;TÁXI AÉREO;NENHUM
INCIDENTE;RR;1;NÃO;AVIÃO;***;MONOMOTOR;TÁXI;***;LEVE
ACIDENTE;RJ;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;POUSO;TÁXI AÉREO;LEVE
INCIDENTE;RS;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;NENHUM
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ARREMETIDA NO AR;INSTRUÇÃO;DESTRUÍDA
INCIDENTE;MT;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;DECOLAGEM;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;VOO A BAIXA ALTURA;POLICIAL;LEVE
INCIDENTE;AM;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;CRUZEIRO;TÁXI AÉREO;LEVE
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;MANOBRA;EXPERIMENTAL;DESTRUÍDA
ACIDENTE;PA;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;PARTIDA DO MOTOR;PRIVADA;SUBSTANCIAL
ACIDENTE;MT;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;PRIVADA;SUBSTANCIAL
INCIDENTE GRAVE;SP;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;MG;1;NÃO;AVIÃO;TURBOEIXO;BIMOTOR;SUBIDA;REGULAR;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;PRIVADA;NENHUM
INCIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;NENHUM
ACIDENTE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL
INCIDENTE GRAVE;SP;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;AC;1;NÃO;AVIÃO;TURBOÉLICE;MONOMOTOR;CORRIDA APÓS POUSO;TÁXI AÉREO;NENHUM
ACIDENTE;SP;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;DECOLAGEM;TÁXI AÉREO;NENHUM
INCIDENTE GRAVE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;INDETERMINADA;AGRÍCOLA;NENHUM
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;TURBOEIXO;BIMOTOR;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM
ACIDENTE;RS;1;SIM;AVIÃO;PISTÃO;MONOMOTOR;DECOLAGEM;AGRÍCOLA;SUBSTANCIAL
INCIDENTE;RJ;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;ESPECIALIZADA;ESPECIALIZADA;NENHUM
INCIDENTE;GO;1;NÃO;AVIÃO;TURBOÉLICE;BIMOTOR;SUBIDA;NÃO REGULAR;NENHUM
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;POUSO;PRIVADA;DESTRUÍDA
INCIDENTE GRAVE;MG;1;SIM;AVIÃO;PISTÃO;BIMOTOR;POUSO;INSTRUÇÃO;SUBSTANCIAL
INCIDENTE GRAVE;PA;1;NÃO;AVIÃO;PISTÃO;BIMOTOR;POUSO;TÁXI AÉREO;SUBSTANCIAL
INCIDENTE;SP;1;NÃO;AVIÃO;JATO;BIMOTOR;ESTACIONAMENTO;TÁXI AÉREO;NENHUM
ACIDENTE;GO;1;NÃO;HELICÓPTERO;TURBOEIXO;MONOMOTOR;POUSO;PRIVADA;SUBSTANCIAL
ACIDENTE;MG;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;VOO A BAIXA ALTURA;PRIVADA;SUBSTANCIAL
ACIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;ESPECIALIZADA;AGRÍCOLA;DESTRUÍDA
INCIDENTE;RJ;1;NÃO;HELICÓPTERO;PISTÃO;MONOMOTOR;MANOBRA;INSTRUÇÃO;NENHUM
INCIDENTE;RS;1;NÃO;AVIÃO;PISTÃO;MONOMOTOR;TÁXI;INSTRUÇÃO;NENHUM
